Date,Open,High,Low,Close,Volume
10/27/2020,"1,738.56","1,745.00","1,685.36","1,697.71","244,850"
10/26/2020,"1,775.13","1,793.27","1,714.12","1,749.29","295,012"
10/23/2020,"1,800.79","1,826.16","1,788.95","1,823.55","316,787"
10/22/2020,"1,714.19","1,797.37","1,702.38","1,792.02","475,287"
10/21/2020,"1,660.00","1,704.26","1,657.38","1,702.03","284,522"
10/20/2020,"1,673.00","1,688.73","1,661.10","1,671.71","292,656"
10/19/2020,"1,679.75","1,686.47","1,652.37","1,653.02","317,907"
10/16/2020,"1,704.00","1,712.84","1,667.58","1,667.87","416,266"
10/15/2020,"1,700.00","1,711.16","1,686.42","1,702.11","321,613"
10/14/2020,"1,783.38","1,791.17","1,730.88","1,732.60","316,886"
10/13/2020,"1,840.00","1,846.98","1,771.87","1,780.97","426,256"
10/12/2020,"1,830.83","1,866.00","1,826.66","1,845.00","357,021"
10/09/2020,"1,807.00","1,828.81","1,786.71","1,817.89","264,985"
10/08/2020,"1,770.06","1,794.53","1,753.00","1,788.81","262,961"
10/07/2020,"1,724.00","1,761.18","1,720.00","1,758.85","215,771"
10/06/2020,"1,714.09","1,759.03","1,700.10","1,709.71","330,434"
10/05/2020,"1,705.28","1,720.47","1,662.47","1,706.79","316,988"
10/02/2020,"1,698.99","1,720.00","1,684.03","1,710.71","269,888"
10/01/2020,"1,735.54","1,750.00","1,730.00","1,742.98","339,523"
09/30/2020,"1,682.64","1,729.79","1,679.00","1,710.68","326,110"
09/29/2020,"1,700.15","1,712.27","1,670.41","1,672.98","228,590"
09/28/2020,"1,694.99","1,729.25","1,671.25","1,700.40","296,280"
09/25/2020,"1,635.00","1,660.74","1,612.00","1,657.77","302,629"
09/24/2020,"1,617.28","1,680.35","1,601.01","1,650.57","394,142"
09/23/2020,"1,692.10","1,693.09","1,633.74","1,638.47","289,084"
09/22/2020,"1,659.22","1,679.34","1,625.00","1,674.00","434,029"
09/21/2020,"1,676.20","1,688.09","1,632.17","1,652.39","656,113"
09/18/2020,"1,791.16","1,794.52","1,720.00","1,732.28","629,354"
09/17/2020,"1,783.19","1,805.84","1,756.49","1,787.21","480,610"
09/16/2020,"1,800.00","1,837.83","1,787.90","1,806.66","382,341"
09/15/2020,"1,797.41","1,817.74","1,785.00","1,787.00","267,976"
09/14/2020,"1,803.00","1,805.45","1,774.60","1,784.59","377,208"
09/11/2020,"1,813.52","1,835.02","1,769.98","1,783.74","383,115"
09/10/2020,"1,871.00","1,901.90","1,811.74","1,816.59","342,025"
09/09/2020,"1,887.55","1,910.08","1,823.40","1,871.07","460,351"
09/08/2020,"1,886.86","1,930.08","1,882.94","1,891.60","346,975"
09/04/2020,"1,947.97","1,962.60","1,906.08","1,917.74","379,254"
09/03/2020,"1,952.15","1,966.22","1,909.89","1,945.45","428,324"
09/02/2020,"1,940.00","1,955.40","1,895.65","1,948.73","335,272"
09/01/2020,"1,905.13","1,937.00","1,899.73","1,928.86","316,036"
08/31/2020,"1,922.47","1,936.50","1,908.13","1,910.45","321,247"
