Date,Open,High,Low,Close,Volume
10/27/2021,"121.63","128.08","121.05","122.28","98,245,320"
10/26/2021,"122.99","127.20","122.58","122.93","59,458,930"
10/25/2021,"120.52","123.46","118.60","122.36","47,834,121"
10/22/2021,"120.83","121.56","118.37","119.82","38,992,688"
10/21/2021,"116.50","119.68","116.26","119.33","34,794,953"
10/20/2021,"116.29","118.30","115.42","116.39","34,244,809"
10/19/2021,"116.16","117.17","114.47","116.33","39,593,941"
10/18/2021,"111.90","116.88","111.37","116.43","47,537,762"
10/15/2021,"112.51","112.84","111.11","112.12","34,203,008"
10/14/2021,"110.50","112.22","109.63","111.99","46,900,160"
10/13/2021,"106.28","109.88","106.25","109.16","55,631,922"
10/12/2021,"105.17","106.04","104.34","105.04","34,039,910"
10/11/2021,"104.62","107.20","104.02","104.68","31,284,391"
10/08/2021,"106.55","107.28","104.89","105.06","30,623,051"
10/07/2021,"104.60","107.95","104.46","106.45","41,543,113"
10/06/2021,"100.45","103.72","100.35","103.64","39,071,699"
10/05/2021,"100.92","102.87","100.61","101.81","31,455,250"
10/04/2021,"101.74","101.85","99.82","100.34","41,967,152"
10/01/2021,"102.60","103.00","100.64","102.45","41,491,594"
09/30/2021,"102.08","104.44","101.99","102.90","57,636,699"
09/29/2021,"102.30","102.66","99.81","100.35","52,224,719"
09/28/2021,"106.84","107.65","101.42","101.52","74,468,969"
09/27/2021,"105.07","108.44","103.44","108.16","51,944,352"
09/24/2021,"105.19","106.05","104.68","105.80","26,482,609"
09/23/2021,"104.89","106.86","103.89","106.15","32,816,660"
09/22/2021,"102.82","104.56","102.21","104.38","34,126,281"
09/21/2021,"102.15","103.43","101.18","102.82","35,481,500"
09/20/2021,"101.58","102.51","99.51","101.55","45,228,406"
09/17/2021,"105.56","105.98","103.71","103.88","44,528,340"
09/16/2021,"104.92","106.75","103.76","106.22","38,150,273"
09/15/2021,"106.00","106.32","104.03","105.60","37,998,941"
09/14/2021,"105.52","106.82","104.42","105.73","40,629,527"
09/13/2021,"105.26","105.28","102.63","104.80","37,767,793"
09/10/2021,"106.99","106.99","104.98","105.20","32,602,289"
09/09/2021,"106.56","107.30","105.84","106.15","31,857,869"
09/08/2021,"108.88","109.30","105.52","106.17","43,067,910"
09/07/2021,"109.96","110.58","108.66","109.15","28,815,230"
09/03/2021,"108.85","111.17","108.50","109.92","42,623,781"
09/02/2021,"110.32","110.88","108.77","109.20","40,108,762"
09/01/2021,"111.30","111.85","109.85","109.99","38,579,559"
08/31/2021,"111.26","111.26","109.03","110.72","49,338,961"
08/30/2021,"112.61","114.49","111.26","111.32","56,130,473"
08/27/2021,"108.01","111.78","107.80","111.40","61,030,008"
08/26/2021,"108.57","109.23","106.84","107.27","51,442,551"
08/25/2021,"108.13","109.91","107.45","108.30","45,485,500"
08/24/2021,"109.45","109.61","107.28","107.65","51,239,301"
08/23/2021,"105.30","109.02","104.86","108.77","68,835,281"
08/20/2021,"104.32","105.98","103.99","104.65","55,227,559"
08/19/2021,"103.32","106.18","101.98","103.70","71,117,484"
08/18/2021,"107.35","108.07","103.27","103.44","79,387,938"
08/17/2021,"106.64","108.70","105.35","107.56","74,053,914"
08/16/2021,"110.20","111.58","105.87","107.48","73,398,945"
08/13/2021,"107.17","111.71","106.57","110.55","100,135,695"
08/12/2021,"107.39","108.44","105.86","106.50","60,625,727"
08/11/2021,"107.60","109.79","105.62","107.68","91,788,289"
08/10/2021,"107.90","109.17","104.36","106.48","113,012,305"
08/09/2021,"111.31","112.33","107.06","107.58","115,749,906"
08/06/2021,"110.55","116.26","109.70","110.11","143,899,016"
08/05/2021,"116.63","117.68","111.59","112.35","137,860,891"
08/04/2021,"114.36","122.49","114.16","118.77","225,368,703"
08/03/2021,"108.15","114.85","107.66","112.56","157,723,109"
08/02/2021,"105.93","110.33","103.83","108.63","115,581,906"
07/30/2021,"101.60","106.97","101.38","106.19","125,632,000"
07/29/2021,"96.58","105.74","96.58","102.95","164,091,812"
07/28/2021,"93.44","98.71","89.65","97.93","140,560,984"
07/27/2021,"92.94","94.10","89.10","91.03","69,427,023"
07/26/2021,"92.01","92.75","91.12","91.82","27,668,461"
07/23/2021,"91.35","92.37","90.19","92.15","31,708,900"
07/22/2021,"89.40","91.36","89.08","91.21","33,730,078"
07/21/2021,"87.25","89.49","86.90","89.41","29,469,859"
07/20/2021,"87.09","87.77","85.17","87.11","28,088,961"
07/19/2021,"84.99","87.23","84.24","86.58","39,244,801"
07/16/2021,"87.32","88.03","85.68","85.89","35,860,738"
07/15/2021,"89.78","89.78","86.18","86.93","38,944,738"
07/14/2021,"90.76","91.40","88.94","89.05","28,108,510"
07/13/2021,"90.48","91.41","89.83","90.26","30,367,600"
07/12/2021,"91.22","91.90","89.65","90.81","28,526,561"
07/09/2021,"90.04","91.26","88.53","90.90","35,278,422"
07/08/2021,"87.86","90.34","87.45","89.74","45,673,449"
07/07/2021,"95.02","95.44","90.31","90.54","51,498,480"
07/06/2021,"94.88","95.41","93.32","94.47","44,930,121"
07/02/2021,"93.28","95.27","92.21","94.70","51,342,980"
07/01/2021,"94.04","94.18","91.70","93.31","58,059,020"
06/30/2021,"90.82","94.34","90.60","93.93","70,721,531"
06/29/2021,"87.41","90.30","86.66","89.52","46,181,000"
06/28/2021,"86.38","88.00","86.15","87.08","30,262,039"
06/25/2021,"86.34","86.36","85.10","85.62","27,804,539"
06/24/2021,"84.39","87.14","84.37","86.10","42,217,672"
06/23/2021,"83.83","84.49","83.16","83.82","25,992,439"
06/22/2021,"82.90","84.04","82.48","83.58","32,107,699"
06/21/2021,"83.49","84.19","82.21","82.59","44,417,113"
06/18/2021,"84.28","85.77","83.48","84.65","58,736,809"
06/17/2021,"80.77","85.37","80.57","84.56","77,822,812"
06/16/2021,"80.75","81.45","78.96","80.11","29,598,311"
06/15/2021,"81.59","81.68","80.23","80.47","26,194,340"
06/14/2021,"81.51","81.55","80.20","81.55","27,830,240"
06/11/2021,"81.61","82.33","80.70","81.31","24,310,891"
06/10/2021,"80.02","81.71","79.70","81.56","28,606,359"
06/09/2021,"81.09","81.68","79.80","79.96","28,454,650"
06/08/2021,"81.87","82.65","80.45","80.89","26,956,631"
06/07/2021,"81.40","81.68","80.38","81.35","29,006,779"
06/04/2021,"80.92","82.19","80.81","81.58","26,387,801"
06/03/2021,"81.13","81.89","80.26","80.28","29,811,971"
06/02/2021,"81.00","82.60","80.66","81.97","35,203,219"
